Grup,Code,Camp,Context,Proposta,Nota
2-NATURAL,DW-S01-EA76,Recessed_Frame,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA76,Human_Remains,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA76,Support_Modified,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Anatomical_Connection,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mummification,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Funerary_Bundles,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Dispersed_Remains,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Flexed_Position,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Bone_Burning,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mat_Textiles,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mat_Wood,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mat_VegFiber,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mat_Ceramics,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mat_Fauna,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mat_DeerAntler,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mat_Other,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Looting,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Fire_Damage,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Animal_Activity,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Modern_Access,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Plaster_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Pigment_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Dec_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,RockArt_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Recessed_Frame,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Human_Remains,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S05-EA02,Support_Modified,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Anatomical_Connection,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mummification,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Funerary_Bundles,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Dispersed_Remains,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Flexed_Position,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Bone_Burning,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mat_Textiles,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mat_Wood,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mat_VegFiber,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mat_Ceramics,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mat_Fauna,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mat_DeerAntler,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mat_Other,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Looting,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Fire_Damage,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Animal_Activity,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Modern_Access,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Plaster_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Pigment_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Dec_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,RockArt_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Recessed_Frame,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Human_Remains,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S06-EA04,Support_Modified,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA43,Looting,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA43,Fire_Damage,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA43,Animal_Activity,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA43,Modern_Access,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA43,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA43,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA49,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA49,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
6-MASONERIA,DW-S01-EA16,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA16,Chinking_Stones,,,0/1/9
6-MASONERIA,DW-S01-EA28,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA28,Chinking_Stones,,,0/1/9
5-DANYS,DW-S01-EA52,Looting,,,0/1/9
5-DANYS,DW-S01-EA52,Fire_Damage,,,0/1/9
5-DANYS,DW-S01-EA52,Animal_Activity,,,0/1/9
5-DANYS,DW-S01-EA52,Modern_Access,,,0/1/9
5-DANYS,DW-S01-EA23,Looting,,,0/1/9
5-DANYS,DW-S01-EA23,Fire_Damage,,,0/1/9
5-DANYS,DW-S01-EA23,Animal_Activity,,,0/1/9
5-DANYS,DW-S01-EA23,Modern_Access,,,0/1/9
6-MASONERIA,DW-S01-EA23,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA23,Chinking_Stones,,,0/1/9
5-DANYS,DW-S04-EA19,Looting,,,0/1/9
5-DANYS,DW-S04-EA19,Fire_Damage,,,0/1/9
5-DANYS,DW-S04-EA19,Animal_Activity,,,0/1/9
5-DANYS,DW-S04-EA19,Modern_Access,,,0/1/9
6-MASONERIA,DW-S04-EA19,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S04-EA19,Chinking_Stones,,,0/1/9
2-NATURAL,DW-S03-EA02,Looting,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S03-EA02,Fire_Damage,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S03-EA02,Animal_Activity,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S03-EA02,Modern_Access,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S03-EA02,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S03-EA02,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
6-MASONERIA,DW-S01-EA48,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA48,Chinking_Stones,,,0/1/9
5-DANYS,DW-S01-EA26,Looting,,,0/1/9
5-DANYS,DW-S01-EA26,Fire_Damage,,,0/1/9
5-DANYS,DW-S01-EA26,Animal_Activity,,,0/1/9
5-DANYS,DW-S01-EA26,Modern_Access,,,0/1/9
6-MASONERIA,DW-S01-EA26,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA26,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA26,Support_Modified,gate -=-,,0/1/2/3/9
4-BIOARQ,DW-S01-EA05,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA05,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA05,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA05,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA05,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA05,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA05,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA05,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA05,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA05,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA05,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA05,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA05,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA05,Human_Remains,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA25,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA25,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S02-EA02,Recessed_Frame,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA27,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA27,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA29,Recessed_Frame,gate -=-,,0/1/2/3/9
1-MECANIC,DW-S04-EA20,Interbody_Cornice,Sys_Interface=Absent,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S04-EA20,Anatomical_Connection,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA20,Mummification,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA20,Funerary_Bundles,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA20,Dispersed_Remains,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA20,Flexed_Position,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA20,Bone_Burning,Human_Remains=0,0,farciment derivat - AUTO
3-MATERIALS,DW-S04-EA20,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA20,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA20,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA20,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA20,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA20,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA20,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S04-EA20,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S04-EA20,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S04-EA20,Recessed_Frame,gate -=-,,0/1/2/3/9
4-BIOARQ,DW-S01-EA32,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA32,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA32,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA32,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA32,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA32,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA32,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA32,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA32,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA32,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA32,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA32,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA32,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA32,Human_Remains,gate -=-,,0/1/2/3/9
4-BIOARQ,DW-S01-EA33,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA33,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA33,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA33,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA33,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA33,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA33,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA33,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA33,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA33,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA33,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA33,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA33,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA33,Human_Remains,gate -=-,,0/1/2/3/9
4-BIOARQ,DW-S01-EA37,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA37,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA37,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA37,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA37,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA37,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA37,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA37,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA37,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA37,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA37,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA37,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA37,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S01-EA37,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA37,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA37,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA37,Human_Remains,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA38,Platform_Surface,gate Sys_Platform=Present partial,,0/1/2/3/9
3-MATERIALS,DW-S01-EA38,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA38,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA38,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA38,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA38,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA38,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA38,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA38,Support_Modified,gate -=-,,0/1/2/3/9
1-MECANIC,DW-S01-EA39,Interbody_Cornice,Sys_Interface=Absent,0,farciment (finestra tancada) - AUTO
7-ELEMENT,DW-S01-EA39,Platform_Surface,gate Sys_Platform=Present partial,,0/1/2/3/9
1-MECANIC,DW-S01-EA39,Anatomical_Connection,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA39,Mummification,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA39,Funerary_Bundles,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA39,Dispersed_Remains,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA39,Flexed_Position,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA39,Bone_Burning,Human_Remains=0,0,farciment derivat - AUTO
3-MATERIALS,DW-S01-EA39,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA39,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA39,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA39,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA39,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA39,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA39,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S01-EA39,Dec_Present,,,0/1/9
7-ELEMENT,DW-S01-EA39,Support_Modified,gate -=-,,0/1/2/3/9
2-NATURAL,DW-S01-EA75,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA75,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
7-ELEMENT,DW-S01-EA22,Support_Modified,gate -=-,,0/1/2/3/9
3-MATERIALS,DW-S04-EA12,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA12,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA12,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA12,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA12,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA12,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA12,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S01-EA35,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA35,Chinking_Stones,,,0/1/9
6-MASONERIA,DW-S01-EA03,Chinking_Stones,,,0/1/9
5-DANYS,DW-S01-EA73,Looting,,,0/1/9
5-DANYS,DW-S01-EA73,Fire_Damage,,,0/1/9
5-DANYS,DW-S01-EA73,Animal_Activity,,,0/1/9
5-DANYS,DW-S01-EA73,Modern_Access,,,0/1/9
6-MASONERIA,DW-S04-EA07,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S04-EA07,Chinking_Stones,,,0/1/9
2-NATURAL,DW-S01-EA44,Looting,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA44,Fire_Damage,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA44,Animal_Activity,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA44,Modern_Access,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA44,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA44,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
6-MASONERIA,DW-S01-EA45,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA45,Chinking_Stones,,,0/1/9
6-MASONERIA,DW-S01-EA46,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA46,Chinking_Stones,,,0/1/9
1-MECANIC,DW-S01-EA47,Interbody_Cornice,Sys_Interface=Absent,0,farciment (finestra tancada) - AUTO
6-MASONERIA,DW-S01-EA47,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA47,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA47,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA47,Support_Modified,gate -=-,,0/1/2/3/9
5-DANYS,DW-S04-EA11,Looting,,,0/1/9
5-DANYS,DW-S04-EA11,Fire_Damage,,,0/1/9
5-DANYS,DW-S04-EA11,Animal_Activity,,,0/1/9
5-DANYS,DW-S04-EA11,Modern_Access,,,0/1/9
6-MASONERIA,DW-S04-EA11,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S04-EA11,Chinking_Stones,,,0/1/9
6-MASONERIA,DW-S01-EA51,Chinking_Stones,,,0/1/9
6-MASONERIA,DW-S01-EA53,Chinking_Stones,,,0/1/9
4-BIOARQ,DW-S01-EA55,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA55,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA55,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA55,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA55,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA55,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA55,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
